,SERIES_NAME
1997,International Growth Fund
1998,International Growth Fund
1999,LKCM Small-Mid Cap Equity Fund
2000,Guggenheim Floating Rate Strategies Fund
2001,Motley Fool Mid-Cap Growth ETF
2002,Delaware Floating Rate Fund
2003,PAPP SMALL & MID-CAP GROWTH FUND
2004,iShares iBonds Dec 2029 Term Muni Bond ETF
2005,Motley Fool 100 Index ETF
2006,Dimensional US Sustainability Core 1 ETF
2007,Invesco S&P Midcap 400 QVM Multi-Factor ETF
2008,Innovator U.S. Equity Power Buffer ETF - July
2009,VOYA TARGET RETIREMENT 2025 FUND
2010,SPDR(R) S&P Capital Markets ETF
2011,Series Z (Alpha Opportunity Series)
2012,Simplify Hedged Equity ETF
2013,Guinness Atkinson Global Energy Fund
2014,Invesco BulletShares 2030 High Yield Corporate Bond ETF
2015,Innovator Premium Income 20 Barrier ETF - July
2016,Fidelity Series International Credit Fund
2017,WisdomTree Europe Quality Dividend Growth Fund
2018,Capital Group U.S. Multi-Sector Income ETF
2019,Direxion Monthly NASDAQ-100 Bull 1.25X Fund
2020,iShares iBonds Dec 2026 Term Treasury ETF
2021,IPS Strategic Capital Absolute Return Fund
2022,Delaware Ivy Natural Resources Fund
2023,Horizon Active Dividend Fund
2024,Western Asset Global High Income Fund Inc.
2025,Guggenheim Strategic Opportunities Fund
2026,Delaware Small Cap Value Fund
2027,Sparkline Intangible Value ETF
2028,Prospector Capital Appreciation Fund
2029,GREATER INDIA PORTFOLIO
2030,Loomis Sayles Intermediate Duration Bond Fund
2031,Short Precious Metals
2032,NVIT iShares Fixed Income ETF Fund
2033,Kensington Defender Fund
2034,BlackRock LifePath ESG Index 2025 Fund
2035,Xtrackers S&P 500 Value ESG ETF
2036,Multimanager 2010 Lifetime Portfolio
2037,GraniteShares 1.5x Long META Daily ETF
2038,Emerging Markets Equity Select ETF
2039,Emerging Markets Equity Select ETF
2040,Redwood Managed Municipal Income Fund
2041,Capital Income Builder
2042,Schwab International Dividend Equity ETF
2043,WisdomTree U.S. Quality Dividend Growth Fund
2044,Mid Cap Index Fund
2045,ProShares Ultra S&P500
2046,Asset Allocation Fund
2047,Asset Allocation Fund
2048,Hartford Total Return Bond ETF
2049,AB Tax-Aware Short Duration Municipal ETF
2050,Xtrackers MSCI USA Climate Action Equity ETF
2051,ProFund VP Communication Services
2052,Schwab Emerging Markets Equity ETF
2053,First Trust Dow Jones Internet Index Fund
2054,First Trust Dow Jones Internet Index Fund
2055,BondBloxx USD High Yield Bond Consumer Non-Cyclicals Sector ETF
2056,Fidelity Advisor Value Strategies Fund
2057,Global X MLP and Energy Infrastructure ETF
2058,Global X MSCI Vietnam ETF
2059,FMI International Fund II - Currency Unhedged
2060,American Funds Emerging Markets Bond Fund
2061,BlackRock Advantage Large Cap Value Fund
2062,One Choice Blend+ 2050 Portfolio
2063,First Trust Senior Floating Rate Income Fund II
2064,AXS First Priority CLO Bond ETF
2065,Putnam Small Cap Growth Fund
2066,ALPS | OShares Europe Quality Dividend ETF
2067,GMO Quality Fund
2068,iShares iBonds Dec 2031 Term Corporate ETF
2069,Primark Private Equity Investments Fund
2070,Global X Video Games & Esports ETF
2071,Q3 ALL SEASON ACTIVE ROTATION ETF
2072,BlackRock Advantage International Fund
2073,Victory International Fund
2074,NORTH SQUARE TACTICAL DEFENSIVE FUND
2075,Select Semiconductors Portfolio
2076,Fidelity SAI Sustainable Municipal Income Fund
2077,Select Brokerage and Investment Management Portfolio
2078,Matson Money International Equity VI Portfolio
2079,TAIWAN FUND INC
2080,Transamerica Inflation Opportunities
2081,Capital Appreciation Fund
2082,Invesco Global Real Estate Income Fund
2083,LVIP JPMorgan U.S. Equity Fund
2084,Columbia Variable Portfolio - Strategic Income Fund
2085,Delaware Ivy High Income Fund
2086,First Eagle Credit Opportunities Fund
2087,Schwab U.S. Mid-Cap ETF
2088,Focused Global Growth Fund
2089,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF
2090,First Trust High Yield Opportunities 2027 Term Fund
2091,Lincoln S&P 500 Buffer Fund May
2092,JNL/DoubleLine Core Fixed Income Fund
2093,Brighthouse/Templeton International Bond Portfolio
2094,ProShares Ultra QQQ
2095,Apollo Tactical Income Fund Inc.
2096,Motley Fool Next Index ETF
2097,X-Square Balanced Fund
2098,BlackRock Short Maturity Municipal Bond ETF
2099,FlexShares Ultra-Short Income Fund
2100,Sprott Junior Uranium Miners ETF
2101,Neiman Large Cap Value Fund
2102,WisdomTree U.S. High Dividend Fund
2103,Short Small-Cap
2104,Mid-Cap Growth Portfolio
2105,Brigade High Income Fund
2106,American Conservative Values ETF
2107,Nasdaq-100 Index Fund
2108,SPDR Portfolio S&P 500 Growth ETF
2109,Nuveen ESG Dividend ETF
2110,Gateway Equity Call Premium Fund
2111,T. Rowe Price Retirement I 2050 Fund - I Class
2112,SPDR Portfolio Corporate Bond ETF
2113,FT Cboe Vest Fund of Deep Buffer ETFs
2114,WAYCROSS FOCUSED CORE EQUITY FUND
2115,"KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND, INC"
2116,Eaton Vance California Municipal Opportunities Fund
2117,Multi-Manager Small Cap Equity Strategies Fund
2118,Empower Multi-Sector Bond Fund
2119,iShares MSCI Global Metals & Mining Producers ETF
2120,iShares 0-3 Month Treasury Bond ETF
2121,SGI Global Equity Fund
2122,VIP FundsManager 40% Portfolio
2123,Franklin FTSE Japan Hedged ETF
2124,Artisan Sustainable Emerging Markets Fund
2125,LS OPPORTUNITY FUND
2126,AB Taxable Multi-Sector Income Shares
2127,Donoghue Forlines Tactical Income Fund
2128,Cboe Vest 10 Year Interest Rate Hedge ETF
2129,Columbia Small Cap Value Fund II
2130,Pioneer Disciplined Value Fund
2131,BlackRock LifePath ESG Index 2040 Fund
2132,Kennedy Capital ESG SMID Cap Fund
2133,PMC Core Fixed Income Fund
2134,Innovator U.S. Equity Power Buffer ETF - August
2135,Lord Abbett California Tax-Free Income Fund
2136,BlackRock LifePath Dynamic 2050 Fund
2137,Select Technology Portfolio
2138,SoFi Weekly Income ETF
2139,The Diplomat Fund
2140,PIMCO Short-Term Floating NAV Portfolio III
2141,VANGUARD GLOBAL WELLINGTON FUND
2142,Neuberger Berman Energy Infrastructure and Income Fund Inc.
2143,Invesco BulletShares 2025 Municipal Bond ETF
2144,Franklin Templeton SMACS Series EM
2145,"FUNDRISE GROWTH TECH FUND, LLC"
2146,Hotchkis and Wiley International Value Fund
2147,MassMutual Select T. Rowe Price Retirement 2065 Fund
2148,DWS ESG International Core Equity Fund
2149,Putnam Sustainable Leaders ETF
2150,Fidelity SAI U.S. Treasury Bond Index Fund
2151,Fidelity Intermediate Government Income Fund
2152,Select Consumer Discretionary Portfolio
2153,Invesco S&P SmallCap 600 Revenue ETF
2154,Avantis Emerging Markets Equity ETF
2155,Global X Founder-Run Companies ETF
2156,Global X PropTech ETF
2157,High Yield Strategy Fund
2158,Pioneer Multi-Asset Income Fund
2159,Bridge Builder Tax Managed Large Cap Fund
2160,Conservative Allocation Fund
2161,Ironclad Managed Risk Fund
2162,JPMorgan Tax Free Bond Fund
2163,MainStay MacKay U.S. Infrastructure Bond Fund
2164,Optimize AI Smart Sentiment Event-Driven ETF
2165,Avantis Core Fixed Income ETF
2166,Inspire Global Hope ETF
2167,Fidelity Sustainable Target Date 2020 Fund
2168,Donoghue Forlines Yield Enhanced Real Asset ETF
2169,AXS Adaptive Plus Fund
2170,PIMCO REALPATH Blend 2060 Fund
2171,ProShares Russell 2000 Dividend Growers ETF
2172,Global X Education ETF
2173,DWS ESG Core Equity Fund
2174,Victory Target Managed Allocation Fund
2175,Intrepid Income Fund
2176,Small-MidCap Dividend Income Fund
2177,Ambrus Core Bond Fund
2178,First Trust Multi-Manager Large Growth ETF
2179,Kayne Anderson Renewable Infrastructure Fund
2180,Columbia Greater China Fund
2181,Metropolitan West Investment Grade Credit Fund
2182,Virtus Westchester Event-Driven Fund
2183,VANGUARD CALIFORNIA LONG-TERM TAX-EXEMPT FUND
2184,First Trust Long/Short Equity ETF
2185,Fidelity Freedom Index 2065 Fund
2186,Donoghue Forlines Momentum Fund
2187,PGIM ESG High Yield Fund
2188,VARIANT IMPACT FUND
2189,Victory Integrity Small/Mid-Cap Value Fund
2190,Zero Coupon 2025 Fund
2191,SGI U.S. Small Cap Equity Fund
2192,Capital Group Core Equity ETF
2193,Hodges Fund
2194,iShares iBonds Dec 2024 Term Corporate ETF
2195,Virtus Stone Harbor Emerging Markets High Yield Bond ETF
2196,Invesco BulletShares 2027 Municipal Bond ETF
2197,Small-Cap
2198,Goldman Sachs Tax-Advantaged Global Equity Portfolio
2199,Fidelity Series Investment Grade Bond Fund
2200,WAYCROSS LONG/SHORT EQUITY FUND
2201,Kinetics Paradigm Portfolio
2202,JNL/Mellon Energy Sector Fund
2203,MH Elite Income Fund of Funds
2204,iShares iBonds Dec 2025 Term Treasury ETF
2205,Asset Allocation Fund
2206,Inverse Russell 2000 Strategy Fund
2207,Innovator Premium Income 10 Barrier ETF - July
2208,Global X Nasdaq 100 Covered Call & Growth ETF
2209,First Trust Income Opportunities ETF
2210,Beacon Tactical Risk ETF
2211,Fidelity SAI Sustainable Future Fund
2212,AB International Value Fund
2213,Avantis U.S. Large Cap Value Fund
2214,Copeland Risk Managed Dividend Growth Fund
2215,Hartford Dynamic Bond Fund
2216,SPDR MSCI World StrategicFactors ETF
2217,PGIM Active High Yield Bond ETF
2218,MassMutual Select T. Rowe Price Limited Duration Inflation Focused Bond Fund
2219,Xtrackers MSCI EAFE Hedged Equity ETF
2220,Delaware Wilshire Private Markets Master Fund
2221,DFA California Intermediate-Term Municipal Bond Portfolio
2222,Short Duration Bond Fund
2223,T. Rowe Price Retirement Blend 2050 Fund
2224,ActivePassive U.S. Equity ETF
2225,Thompson MidCap Fund
2226,Allspring Short-Term High Income Fund
2227,Western Asset Short Duration High Income Fund
2228,ETC 6 Meridian Hedged Equity-Index Option Strategy ETF
2229,Growth Fund
2230,First Trust Active Factor Small Cap ETF
2231,Growth Strategy Fund
2232,Monarch ProCap ETF
2233,Shenkman Capital Short Duration High Income Fund
2234,Goldman Sachs Mid Cap Growth Fund
2235,iShares MSCI New Zealand ETF
2236,Delaware Small Cap Core Fund
2237,Avantis Short-Term Fixed Income Fund
2238,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July
2239,Calamos Aksia Alternative Credit & Income Fund
2240,Avantis Core Municipal Fixed Income ETF
2241,Parvin Hedged Equity Solari World Fund
2242,Angel Oak High Yield Opportunities Fund
2243,Columbia Large Cap Index Fund
2244,MFS International Diversification Fund
2245,Allspring Dynamic Target 2060 Fund
2246,T. Rowe Price Retirement Blend 2015 Fund
2247,TIAA-CREF Lifecycle Index 2025 Fund
2248,Columbia India Consumer ETF
2249,Alpha Architect Tail Risk ETF
2250,TIAA-CREF Lifecycle Index 2050 Fund
2251,Blackstone Floating Rate Enhanced Income Fund
2252,iShares MSCI Poland ETF
2253,Delaware Healthcare Fund
2254,SCHWARTZ VALUE FOCUSED FUND
2255,BondBloxx Bloomberg One Year Target Duration US Treasury ETF
2256,BNY Mellon Select Managers Small Cap Value Fund
2257,PIMCO Investment Grade Corporate Bond Index Exchange-Traded Fund
2258,Goldman Sachs Equity Income Fund
2259,Allspring Disciplined Large Cap Portfolio
2260,iShares New York Muni Bond ETF
2261,Equity Growth Strategy Fund
2262,ProShares Ultra Dow30
2263,Neuberger Berman Next Generation Connected Consumer ETF
2264,Innovator International Developed Power Buffer ETF - October
2265,Global X Aging Population ETF
2266,Dimensional Global Sustainability Fixed Income ETF
2267,U.S. Government Securities Fund
2268,U.S. Government Securities Fund
2269,Infinity Core Alternative Fund
2270,Virtus Stone Harbor Local Markets Fund
2271,Calvert US Large-Cap Core Responsible Index ETF
2272,Asset Allocation Fund
2273,iShares MSCI Japan Small-Cap ETF
2274,AB High Yield ETF
2275,Nuveen Small/Mid Cap Value Fund
2276,CANTOR FBP EQUITY & DIVIDEND PLUS FUND
2277,Franklin FTSE China ETF
2278,Delaware Diversified Income Fund
2279,BNY Mellon Opportunistic Midcap Value Fund
2280,Empower Core Bond Fund
2281,iShares iBonds Dec 2033 Term Treasury ETF
2282,Western Asset Variable Global High Yield Bond Portfolio
2283,Goldman Sachs MarketBeta Emerging Markets Equity ETF
2284,JNL/PPM America Total Return Fund
2285,Global X S&P 500 Covered Call & Growth ETF
2286,SIIT MULTI-ASSET REAL RETURN FUND
2287,Multisector Income Fund
2288,MML iShares 80/20 Allocation Fund
2289,Select Transportation Portfolio
2290,AB Impact Municipal Income Shares
2291,iShares iBonds Dec 2028 Term Corporate ETF
2292,Invesco BulletShares 2032 Municipal Bond ETF
2293,Freedom Day Dividend ETF
2294,BNY Mellon Technology Growth Fund
2295,NB Crossroads Private Markets Fund V (TI) LP
2296,PIMCO California Intermediate Municipal Bond Fund
2297,Lincoln Nasdaq-100 Buffer Fund Jun
2298,Lord Abbett Special Situations Income Fund
2299,MFS International Large Cap Value Fund
2300,DFA California Short-Term Municipal Bond Portfolio
2301,T. Rowe Price Retirement I 2035 Fund - I Class
2302,iShares MSCI Italy ETF
2303,Real Estate Securities Account
2304,BlackRock Credit Strategies Fund
2305,Loomis Sayles Senior Floating Rate and Fixed Income Fund
2306,BNY Mellon Asset Allocation Fund
2307,Angel Oak Strategic Credit Fund
2308,Hartford Short Duration ETF
2309,"VOYA INFRASTRUCTURE, INDUSTRIALS & MATERIALS FUND"
2310,Emerging Markets Equity Fund
2311,Emerging Markets Equity Fund
2312,Lord Abbett Corporate Bond Fund
2313,Invesco India ETF
2314,Boston Partners All-Cap Value Fund
2315,PGIM California Muni Income Fund
2316,S&P 500 2x Strategy Fund
2317,Calamos Global Equity Fund
