,SERIES_NAME,TOTAL_LIABILITIES
1545,First Trust Low Duration Opportunities ETF,2499980679.57
1546,EATON VANCE SENIOR FLOATING RATE TRUST,206032552.34
1547,PSF PGIM 50/50 Balanced Portfolio,172887536.1
1548,MassMutual Total Return Bond Fund,340392538.91
1549,LVIP SSGA SMID Cap Managed Volatility Fund,417994056.23
1550,Putnam VT Diversified Income Fund,333256282.17
1551,Protective Life Dynamic Allocation Series - Moderate Portfolio,58327355
1552,Diversified Macro Fund,23653906.29
1553,LVIP Fidelity Institutional AM(R) Select Core Equity Managed Volatility Fund,192956151.07
1554,Parnassus Core Equity Fund,129523348.84
1555,Select Biotechnology Portfolio,386708397.81
1556,ClearBridge Small Cap Growth Fund,10586903.65
1557,First Trust TCW Unconstrained Plus Bond ETF,369822787.83
1558,VANGUARD INSTITUTIONAL SHORT-TERM BOND FUND,35345406.83
1559,VANGUARD INTERNATIONAL DIVIDEND APPRECIATION INDEX FUND,24307889.29
1560,Gotham 1000 Value ETF,13181880.37
1561,iShares ESG Aware USD Corporate Bond ETF,189155767.77
1562,Virtus Convertible & Income Fund,278759937.84
1563,Fidelity Inflation-Protected Bond Index Central Fund,10414948.24
1564,iShares S&P 500 Growth ETF,218931986.12
1565,Hartford Schroders Emerging Markets Equity Fund,51595346.04
1566,SIT Emerging Markets Debt Fund,78225943.51
1567,International Growth Fund,15480816.26
1568,Vident International Equity Fund,14053778.39
1569,Leuthold Grizzly Short Fund,149540933.18
1570,ProShares Ultra Real Estate,58971123.42
1571,Bond Fund,1281238127.11
1572,PIMCO High Yield Municipal Bond Fund,86299692.26
1573,Government Securities Fund,13915829.92
1574,Invesco Floating Rate ESG Fund,206631372.37
1575,RIVERPARK STRATEGIC INCOME FUND,11591538.12
1576,PIMCO StocksPLUS International Fund (Unhedged),28234871.81
1577,Invesco V.I. Comstock Fund,40394496.99
1578,"BlackRock MuniYield Fund, Inc.",278609846.73
1579,Virtus Convertible & Income Fund II,210668494.48
1580,American Funds Inflation Linked Bond Fund,1428350352.62
1581,First Trust Senior Loan Fund,61608003.79
1582,SA JPMorgan MFS Core Bond Portfolio,18548458.78
1583,iShares MSCI Poland ETF,22147625.23
1584,iShares Russell 1000 Value ETF,779043091.49
1585,Janus Henderson Multi-Sector Income Fund,703977796
1586,SPDR(R) S & P 600 Small Cap Value ETF,271973148.99
1587,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,60805354.71
1588,Inverse Government Long Bond Strategy Fund,41286295.64
1589,SPDR(R) Bloomberg Convertible Securities ETF,187408044.32
1590,DWS STRATEGIC MUNICIPAL INCOME TRUST,74918257.47
1591,Payden High Income Fund,25134581.48
1592,FS Chiron Capital Allocation Fund,201952643.38
1593,Transamerica WMC US Growth VP,58989653.38
1594,Invesco S&P International Developed Low Volatility ETF,37977303.82
1595,Voya Global High Dividend Low Volatility Portfolio,22327195.68
1596,Noble Absolute Return ETF,44181587.6
1597,PSF PGIM Total Return Bond Portfolio,282850530.1
1598,JNL/BlackRock Large Cap Select Growth Fund,12560483.11
1599,Blackstone Strategic Credit 2027 Term Fund,380887082.74
1600,AST J.P. Morgan Fixed Income Central Portfolio,534685128.83
1601,Invesco BLDRS Emerging Markets 50 ADR Index Fund,13892899.28
1602,Principal Real Estate Income Fund,38012752.86
1603,MainStay VP Bond Portfolio,79153973.23
1604,iShares Select Dividend ETF,40664783.09
1605,Fidelity Flex Small Cap Index Fund,13486064.88
1606,"SRH Total Return Fund, Inc.",230550471.44
1607,VANGUARD SHORT-TERM CORPORATE BOND INDEX FUND,152980937.45
1608,Bridge Builder Core Plus Bond Fund,6553682403.13
1609,Goldman Sachs Short Duration Government Fund,155172057.97
1610,Fidelity Small Cap Stock Fund,53655792.95
1611,Cliffwater Enhanced Lending Fund,17490690.18
1612,Nuveen Ohio Quality Municipal Income Fund,159563253
1613,Nuveen Strategic Municipal Opportunities Fund,13882060
1614,LVIP Global Aggressive Growth Allocation Managed Risk Fund,213861835.61
1615,PGIM Jennison Diversified Growth Fund,10163454.33
1616,PIMCO StocksPLUS Long Duration Fund,435670748.89
1617,iShares U.S. Telecommunications ETF,24819462.15
1618,Amplify CWP Enhanced Dividend Income ETF,41634947.85
1619,Pacer Trendpilot US Mid Cap ETF,126057646.34
1620,T. Rowe Price Institutional Floating Rate Fund,147501616.47
1621,HARTFORD MIDCAP HLS FUND,19095742.92
1622,Goldman Sachs High Yield Fund,66082742.02
1623,VANGUARD ULTRA-SHORT-TERM BOND FUND,277470441.28
1624,PIMCO Global Managed Asset Allocation Portfolio,136939263
1625,Fidelity Capital Appreciation Fund,107528944.64
1626,PIMCO Long Duration Total Return Fund,2573789443.8
1627,THRIVENT MODERATELY CONSERVATIVE ALLOCATION PORTFOLIO,121450598.61
1628,iShares U.S. Transportation ETF,22967054.08
1629,iShares MSCI Austria ETF,10435968.04
1630,Dimensional International Small Cap Value ETF,23616752.34
1631,Invesco S&P 500 High Dividend Low Volatility ETF,25675793.94
1632,JPMorgan International Equity Fund,207255935.15
1633,Fidelity GNMA Fund,1687992518.01
1634,Doubleline Shiller Enhanced CAPE,162952582.06
1635,Fidelity Advisor Health Care Fund,226849984.67
1636,PIMCO Short-Term Portfolio,200254488.48
1637,T. Rowe Price New Asia Fund,30032905.95
1638,Capital Income Builder,81906863.45
1639,Nuveen Georgia Quality Municipal Income Fund,73922909
1640,THRIVENT AGGRESSIVE ALLOCATION PORTFOLIO,10935255.75
1641,PGIM Global Total Return Fund,165228750.59
1642,iShares MSCI Taiwan ETF,770723159.93
1643,Access Capital Community Investment Fund,42158260.62
1644,SIT Emerging Markets Equity Fund,20996187.99
1645,VOYA INTERMEDIATE BOND PORTFOLIO,199216268.2
1646,Aperture International Equity Fund,85527417.28
1647,FlexShares Quality Dividend Defensive Index Fund,15395471.75
1648,JPMorgan Emerging Markets Equity Fund,46626285.49
1649,AST Multi-Sector Fixed Income Portfolio,283671165.44
1650,Small Cap Growth Fund,20012513.84
1651,ClearShares OCIO ETF,42375908.95
1652,SPDR Portfolio Emerging Markets ETF,716824902.37
1653,Invesco Variable Rate Investment Grade ETF,24699028.31
1654,Invesco MSCI Sustainable Future ETF,64233628.9
1655,VANGUARD PENNSYLVANIA LONG-TERM TAX-EXEMPT FUND,20556025.05
1656,EQ/Large Cap Growth Managed Volatility Portfolio,94749199.85
1657,iShares MSCI EAFE ETF,460630463.67
1658,Core Income Portfolio,51171674.77
1659,T. Rowe Price Large Cap Value Portfolio,90359704.92
1660,PIMCO Dynamic Bond Fund,701936716.85
1661,American Beacon Large Cap Value Fund,31889778.73
1662,PIMCO Investment Grade Credit Bond Fund,2983881153.35
1663,Axonic Alternative Income Fund,27070335.32
1664,Franklin Strategic Income Fund,189520165.97
1665,ProShares UltraShort S&P500,316751651.99
1666,Nuveen Real Estate Securities Fund,11252139
1667,iShares MSCI Emerging Markets Multifactor ETF,213367140.04
1668,Fidelity Tax-Free Bond Fund,27957225.61
1669,JPMorgan Core Bond Portfolio,30915889.33
1670,John Hancock Investors Trust,87950296.88
1671,Brighthouse/Wellington Large Cap Research Portfolio,272504041.23
1672,MEDIUM-DURATION BOND FUND,549470007.19
1673,AST MFS Global Equity Portfolio,55894354.98
1674,Baron Real Estate Fund,10935418.08
1675,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,527018959.37
1676,1290 VT Micro Cap Portfolio,17090191.53
1677,iShares MSCI ACWI ex U.S. ETF,60181934.28
1678,PIMCO Dynamic Bond Portfolio,24659467.12
1679,Delaware Ivy Science and Technology Fund,10915726.44
1680,BrandywineGLOBAL-Global Income Opportunities Fund Inc,121446771.53
1681,Senior Debt Portfolio,1978016036.59
1682,Payden Limited Maturity Fund,39550300.97
1683,"BlackRock MuniYield Quality Fund II, Inc.",140797805.11
1684,Saba Closed-End Funds ETF,17851724.23
1685,DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO,30309940.24
1686,Grandeur Peak International Stalwarts,28855232.23
1687,,157955230.16
1688,Washington Mutual Investors Fund,394576654.83
1689,BlackRock Ultra-Short Term Bond Portfolio,15656285.21
1690,Federated Hermes Institutional High Yield Bond Fund,50697284.54
1691,Hood River Small-Cap Growth Fund,378498252.68
1692,Fidelity Conservative Income Municipal Bond Fund,15397419.47
1693,PIMCO Emerging Markets Bond Fund,396156299.58
1694,AllianceBernstein Global High Income Fund Inc,417338467.06
1695,AST Investment Grade Bond Portfolio,1031524142.63
1696,,73477078.36
1697,Nuveen Preferred & Income Opportunities Fund,359392561
1698,First Trust Senior Floating Rate Income Fund II,67328911.97
1699,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,97538036.44
1700,Neuberger Berman Long Short Fund,1131271510.97
1701,T. Rowe Price Ultra Short-Term Bond Fund,42215374.01
1702,WisdomTree U.S. High Yield Corporate Bond Fund,11810836.73
1703,Transamerica US Growth,32374046.35
1704,THRIVENT DIVERSIFIED INCOME PLUS PORTFOLIO,28182133.97
1705,"T. Rowe Price Value Fund, Inc.",26492300.16
1706,Metropolitan West Strategic Income Fund,15714149.45
1707,VANGUARD EMERGING MARKETS STOCK INDEX FUND,1919831446.36
1708,Anchor Risk Managed Credit Strategies Fund,28398031.94
1709,Invesco International Bond Fund,458521171.92
1710,VANGUARD CORE BOND FUND,3570368137.79
1711,SPDR SSGA Global Allocation ETF,44509185.97
1712,Nationwide International Index Fund,13564719.81
1713,ALLSPRING MULTI-SECTOR INCOME FUND,126974902.32
1714,Stone Ridge Alternative Lending Risk Premium Fund,890806688.21
1715,Diversified Equity Master Portfolio,161166817.59
1716,iShares U.S. Medical Devices ETF,250126867.76
1717,Victory Market Neutral Income Fund,72153744.91
1718,Lord Abbett National Tax-Free Income Fund,45201334.1
1719,Invesco V.I. Main Street Small Cap Fund,102424911.34
1720,Diversified Municipal Portfolio,30581691.38
1721,MainStay MacKay High Yield Corporate Bond Fund,65747519.99
1722,PGIM Jennison Natural Resources Fund,101570297.17
1723,BlackRock 80/20 Target Allocation Fund,48695015.44
1724,PIMCO Short Duration Municipal Income Fund,11304264.34
1725,Schwab Total Stock Market Index Fund,38326756.94
1726,Goldman Sachs Strategic Income Fund,443158388.07
1727,GOLDMAN SACHS MLP & ENERGY RENAISSANCE FUND,28653471.45
1728,Burney U.S. Factor Rotation ETF,34499658.59
1729,Innovator Defined Wealth Shield ETF,12610597.82
1730,Bridge Builder Small/Mid Cap Value Fund,23926991.87
1731,Brown Advisory Sustainable Growth Fund,23531635.4
1732,VANGUARD INSTITUTIONAL TOTAL STOCK MARKET INDEX FUND,66423888.26
1733,Columbia Balanced Fund,900031695.44
1734,ProShares UltraPro Short QQQ,1627108635.94
1735,SIMT Multi-Asset Accumulation Fund,19313901.3
1736,JPMorgan Large Cap Value Fund,33362356.95
1737,AlphaSimplex Managed Futures Strategy Fund,32735927.82
1738,DFA International Real Estate Securities Portfolio,386036677.49
1739,Fidelity SAI Emerging Markets Low Volatility Index Fund,23607493.8
1740,LORD ABBETT BOND DEBENTURE FUND INC,5888474140.17
1741,Artisan International Fund,119639108.01
1742,"AB GLOBAL BOND FUND, INC.",482405420.66
1743,Invesco Senior Floating Rate Fund,260662405.83
1744,Variable Portfolio - Managed Risk U.S. Fund,25643024.6
1745,PIMCO Global Core Asset Allocation Fund,71216037.05
1746,Loomis Sayles Bond Fund,28398881.3
1747,PIMCO Municipal Bond Fund,31196689.01
1748,T.Rowe Price Large Cap Growth Portfolio,230085228.75
1749,VanEck Video Gaming and eSports ETF,23488687.05
1750,Empower Core Strategies: Flexible Bond Fund,71277527.98
1751,TIAA-CREF Social Choice Equity Fund,50648569
1752,BlackRock High Yield Municipal Fund,47831255.22
1753,Tekla Healthcare Opportunities Fund,231443090.89
1754,JNL Multi-Manager Small Cap Growth Fund,32445802.37
1755,GuidePath Growth Allocation Fund,173532804.44
1756,Invesco Dividend Income Fund,50642595.31
1757,PIMCO RealEstateRealReturn Strategy Fund,777307750.21
1758,BlackRock Commodity Strategies Fund,120978839.28
1759,Diversified International Account,11799910.92
1760,VANGUARD HEALTH CARE INDEX FUND,45786473.86
1761,JNL/Fidelity Institutional Asset Management Total Bond Fund,219567801.14
1762,GMO Benchmark-Free Fund,267880675.27
1763,Goldman Sachs Small Cap Value Fund,23285865.65
1764,Blackstone Senior Floating Rate 2027 Term Fund,96356047.55
1765,SmallCap Fund,15741402.4
1766,Master Small Cap Index Series,603070906.01
1767,Polen Growth Fund,16573100.87
1768,BNY Mellon Dynamic Value Fund,40971057.92
1769,FS Credit Income Fund,41528557
1770,BlackRock ESG Capital Allocation Trust,198633267.34
1771,PIMCO Mortgage Opportunities and Bond Fund,19847170623.83
1772,Commodity Return Strategy Portfolio,128496133.79
1773,MFS Income Fund,37668732.45
1774,Invesco Equity and Income Fund,111168732.67
1775,U.S. SMALL CAP PORTFOLIO,2156160396.77
1776,Roundhill Sports Betting & iGaming ETF,20574839.07
1777,SIIT INTERMEDIATE DURATION CREDIT FUND,59246536.99
1778,iShares ESG Aware MSCI EM ETF,105469851.05
1779,Boston Partners Long/Short Research Fund,238801851.83
1780,iShares U.S. Small-Cap Equity Factor ETF,79440398.52
1781,PIMCO Real Return Fund,1317429395.96
1782,Villere Balanced Fund,34745063.67
1783,Fidelity SAI U.S. Large Cap Index Fund,31679206.07
1784,iShares Russell Mid-Cap Value ETF,409093302.47
1785,Invesco Aerospace & Defense ETF,76096461.35
1786,HIGH INCOME OPPORTUNITIES PORTFOLIO,10899428.85
1787,Virtus Westchester Event-Driven Fund,20251784.77
1788,Neuberger Berman High Income Bond Fund,24117466.66
1789,Invesco Dynamic Semiconductors ETF,79090814.61
1790,International Vector Equity Portfolio,397902294.57
1791,WisdomTree China ex-State-Owned Enterprises Fund,11288363.59
1792,Gotham Neutral Fund,90952096.11
1793,Columbia Corporate Income Fund,45401616.84
1794,Bitcoin Strategy,28750045.54
1795,First Trust Water ETF,43607574.04
1796,Nationwide BNY Mellon Core Plus Bond ESG Fund,14436245.58
1797,"FPA New Income, Inc.",68282055.77
1798,CCM Community Impact Bond Fund,19451084.82
1799,"ABRDN AUSTRALIA EQUITY FUND, INC.",10831818.34
1800,Nuveen Pennsylvania Quality Municipal Income Fund,327379110
1801,BlackRock U.S. Government Bond V.I. Fund,38326005.09
1802,RPAR Risk Parity ETF,47915440.49
1803,JPMorgan International Focus Fund,44603452.11
1804,Eaton Vance Municipal Income 2028 Term Trust,95675807.48
1805,The Bond Fund of America,2911333542.95
1806,Otter Creek Long/Short Opportunity Fund,50007662.02
1807,Goldman Sachs Multi-Manager Alternatives Fund,43208650.19
1808,"T. Rowe Price New Horizons Fund, Inc.",19487339.52
1809,Invesco Pennsylvania Value Municipal Income Trust,176656681.73
1810,BlackRock Low Duration Bond Portfolio,359004926.74
1811,MainStay VP Wellington Small Cap Portfolio,14155120.48
1812,Principal Capital Appreciation Fund,13427234.69
1813,MFS Total Return Bond Fund,131175575.7
1814,iShares MSCI Sweden ETF,12731653.41
1815,Goldman Sachs Access Treasury 0-1 Year ETF,1231354728.89
1816,Franklin Floating Rate Daily Access Fund,60795617.06
1817,,225357993.19
1818,Schwab U.S. Large-Cap Value ETF,19278209.27
1819,T. Rowe Price Japan Fund,13606010.01
1820,Western Asset Managed Municipals Fund,54311169.4
1821,Invesco DWA Technology Momentum ETF,52520570.56
1822,Invesco Discovery Mid Cap Growth Fund,325488905.15
1823,TIAA-CREF Large-Cap Growth Fund,21075947
1824,BNY Mellon Core Plus Fund,35553263.73
1825,iShares MBS ETF,2062452947.92
1826,Delaware Ivy Mid Cap Income Opportunities Fund,32993638.62
1827,Global Bond Fund,26875709
1828,Income Fund of America,3899562583.05
1829,iShares MSCI Thailand ETF,33702845.76
1830,BlackRock 40/60 Target Allocation Fund,20640977.53
1831,Invesco DWA Healthcare Momentum ETF,42989952.21
1832,The Materials Select Sector SPDR Fund,46801230.12
1833,VANGUARD ENERGY FUND,12182114.44
1834,International Social Core Equity Portfolio,227098133.57
1835,iShares Investment Grade Bond Factor ETF,29491314.43
1836,AZL Fidelity Institutional Asset Management Multi-Strategy Fund,174748166.24
1837,Columbia Strategic Municipal Income Fund,26972572.59
1838,Transamerica PIMCO Tactical - Balanced VP,82180785.54
1839,Goldman Sachs Tactical Tilt Overlay Fund,23122421.29
1840,PGIM Jennison Health Sciences Fund,107968452.32
1841,Nuveen All-American Municipal Bond Fund,183441315
1842,Thornburg Limited Term Municipal Fund,16732708.63
1843,Core Fixed Income Fund,80869306.08
1844,Lord Abbett High Yield Fund,91728808.75
1845,Six Circles Tax Aware Bond Fund,40666932.29
1846,SPDR(R) S&P(R) CHINA ETF,73905407.99
1847,Nuance Concentrated Value Long-Short Fund,143752069.53
1848,Putnam Tax Free High Yield Fund,49806528.37
1849,PACE International Equity Investments,177821091.57
1850,EATON VANCE NEW YORK MUNICIPAL BOND FUND,124542593.95
1851,Fidelity Advisor Equity Income Fund,26664614.5
1852,,208500731
1853,Saba Capital Income & Opportunities Fund,289919592.55
1854,Brookfield Real Assets Income Fund Inc.,410318880.28
1855,DFA Global Sustainability Fixed Income Portfolio,22710476.96
1856,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,464817515.72
1857,SSGA Growth ETF Portfolio,192216947.21
1858,ProShares Ultra Dow30,106503397.68
1859,Western Asset Management Strategic Bond Opportunities Portfolio,440738241.21
1860,PGIM Short Duration High Yield Income Fund,467870496
1861,Harbor International Fund,55294848.53
1862,BlackRock Virginia Municipal Bond Trust,13746949.9
1863,Transamerica BlackRock Global Real Estate Securities VP,30154976.76
1864,Invesco FTSE RAFI US 1000 ETF,259193730.79
1865,Horizon Active Income Fund,40022031.79
1866,Parametric TABS Intermediate-Term Municipal Bond Fund,16230110.16
1867,Invesco Core Plus Bond Fund,1441504045.13
1868,Delaware Ivy Small Cap Growth Fund,11457323.11
1869,Brighthouse/Wellington Core Equity Opportunities Portfolio,94556088.02
1870,Destinations Small-Mid Cap Equity Fund,32008823.94
1871,Global Strategist Portfolio,12010672.38
1872,American Funds Global Balanced Fund,5688094785.37
1873,SIIT CORE FIXED INCOME FUND,993586200.85
1874,International Strategic Equities Portfolio,163282838.34
1875,AMG TimesSquare International Small Cap Fund,15784485.07
1876,Calamos Hedged Equity Fund,21775603.38
1877,VANGUARD ESG U.S. STOCK ETF,12624458.19
1878,SPDR(R) Portfolio S&P 400 Mid Cap ETF,288623764.59
1879,Gabelli Global Small & Mid Cap Value Trust,32380798.95
1880,Multimanager Lifestyle Balanced Portfolio,28153958.77
1881,TIAA-CREF Bond Index Fund,178471831
1882,BlackRock LifePath Index 2055 Fund,13877205.53
1883,MainStay VP Wellington Mid Cap Portfolio,14539214.24
1884,MFS Municipal Income Fund,21190915.25
1885,SA Putnam Asset Allocation Diversified Growth Portfolio,22789900.39
1886,Western Asset Management U.S. Government Portfolio,59040139.16
1887,Brighthouse/Franklin Low Duration Total Return Portfolio,83819270.74
1888,Invesco S&P 500 Pure Growth ETF,55106075.78
1889,NASDAQ-100 2x Strategy Fund,44233170.87
1890,PSF Small-Cap Stock Index Portfolio,274166628.13
1891,JNL/Franklin Templeton Income Fund,47003891.46
1892,LVIP BlackRock Global Allocation Fund,2035188685.92
1893,Variable Portfolio - Managed Risk Fund,14997302.02
1894,Boston Partners All-Cap Value Fund,172268489.51
1895,Goldman Sachs GQG Partners International Opportunities Fund,260166651.26
1896,Select Construction and Housing Portfolio,24141307.33
1897,Invesco Equally-Weighted S&P 500 Fund,186280593.79
1898,"GAMCO Global Gold, Natural Resources & Income Trust",122690977.51
1899,HARTFORD TOTAL RETURN BOND HLS FUND,713706728.75
1900,Pacer Developed Markets International Cash Cows 100 ETF,34511865.28
1901,Center Coast Brookfield Midstream Focus Fund,31680729.61
1902,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,87111006.69
1903,Oakmark International Fund,22005761.67
1904,VANGUARD INTERNATIONAL GROWTH FUND,135979075.71
1905,iShares 0-5 Year Investment Grade Corporate Bond ETF,306888604.33
1906,Eaton Vance High Income Opportunities Fund,10461115.16
1907,Invesco FTSE RAFI US 1000 ETF,306869928.82
1908,LVIP American Century Select Mid Cap Managed Volatility Fund,241648402.45
1909,iShares 0-5 Year TIPS Bond ETF,55030039.65
1910,GuidePath Conservative Allocation Fund,110437339.41
1911,State Street Target Retirement 2045 Fund,37672240.34
1912,AST Small-Cap Value Portfolio,216541329.43
1913,Gotham Absolute Return Fund,515934374.37
1914,BARINGS CORPORATE INVESTORS,42134613.29
1915,Pacer US Small Cap Cash Cows 100 ETF,518157781.58
1916,Franklin Federal Intermediate-Term Tax-Free Income Fund,23153514.56
1917,Mid Cap Growth Fund,15068348.68
1918,PIMCO RAE Fundamental Advantage PLUS Fund,108302669.66
1919,Calamos Convertible Opportunities & Income Fund,452381850.81
1920,S&P 500 Index Master Portfolio,251077003.85
1921,T. Rowe Price Summit Municipal Intermediate Fund,39248058.65
1922,Variable Portfolio - Moderate Portfolio,420030407.44
1923,Total International Ex U.S. Index Master Portfolio,175014507.48
1924,AST Mid-Cap Growth Portfolio,123128000.09
1925,MFS Government Securities Portfolio,22684957.73
1926,Fidelity Series Small Cap Opportunities Fund,186673737.53
1927,"GAMCO Natural Resources, Gold & Income Trust",36382597
1928,EATON VANCE TAX ADVANTAGED DIVIDEND INCOME FUND,1124852189.02
1929,Guggenheim Strategic Opportunities Fund,477362180.6
1930,Leatherback Long/Short Alternative Yield ETF,35224550.05
1931,BARINGS PARTICIPATION INVESTORS,22311236.41
1932,BlackRock LifePath Index 2035 Fund,27744988.19
1933,JNL/T. Rowe Price Mid-Cap Growth Fund,10980482.94
1934,Fidelity Advisor Biotechnology Fund,190787043.88
1935,RBC Global Opportunities Fund,16189765.95
1936,Ecofin Sustainable & Social Impact Term Fund,31860705.04
1937,International Opportunities Fund,15195530.42
1938,First Trust Rising Dividend Achievers ETF,48888508.73
1939,JNL/JPMorgan Global Allocation Fund,25745659.09
1940,U.S. CORE EQUITY 1 PORTFOLIO,1716336223.12
1941,WisdomTree Japan SmallCap Dividend Fund,26219240.46
1942,"BNY Mellon Alcentra Global Multi-Strategy Credit Fund, Inc.",84204519.17
1943,Columbia Adaptive Risk Allocation Fund,311381287.16
1944,Alerian MLP ETF,256127352.99
1945,Dimensional US Small Cap Value ETF,50431033.05
1946,Capital Group Core Plus Income ETF,252828317.06
1947,Capital World Bond Fund,660913438.32
1948,Touchstone Strategic Trust-Touchstone Sands Capital Emerging Markets Growth Fund,22018898.18
1949,NVIT Columbia Overseas Value Fund,18882044.56
1950,Fidelity Advisor Multi-Asset Income Fund,30406702.4
1951,Invesco Dynamic Market ETF,14286165.22
1952,"BBR ALO Fund, LLC.",57695674.00154
1953,"BlackRock MuniHoldings Quality Fund II, Inc.",144644511.99
1954,ProShares Ultra 7-10 Year Treasury,10667373.69
1955,Matthews Pacific Tiger Fund,12668451.83
1956,Fidelity Advisor Growth and Income Fund,18883708.48
1957,Destinations International Equity Fund,61541014.68
1958,Pacific Funds Strategic Income,10741573.97
1959,Invesco DWA Basic Materials Momentum ETF,21100978.49
1960,TIAA-CREF Quant Small-Cap Equity Fund,51949307
1961,iShares U.S. Long Credit Bond Index Fund,204920683.22
1962,DWS Global Income Builder Fund,34951746.44
1963,First Trust Nasdaq Artificial Intelligence and Robotics ETF,17666202.96
1964,Schwab Fundamental International Large Company Index ETF,66219417.54
1965,Transamerica TS&W International Equity VP,21620595.63
1966,Invesco V.I. Equally-Weighted S&P 500 Fund,115730106.9
1967,"BlackRock Floating Rate Income Strategies Fund, Inc.",150327834.8
1968,Managed Volatility Growth Portfolio,37640312.68
1969,iShares U.S. Infrastructure ETF,73422563.83
1970,EMERGING MARKETS CORE EQUITY PORTFOLIO,591429015.92
1971,Select IT Services Portfolio,566993086.7
1972,Virtus InfraCap U.S. Preferred Stock ETF,144793975.44
1973,ELFUN INCOME FUND,28393956.13
1974,Invesco WilderHill Clean Energy ETF,171001444.86
1975,U.S. CORE EQUITY 2 PORTFOLIO,1979923672.47
1976,SPDR(R) S&P(R) Oil & Gas Exploration & Production ETF,412334797.27
1977,Thornburg Strategic Income Fund,31368208.41
1978,Government & High Quality Bond Account,21763593.15
1979,THE HARTFORD INTERNATIONAL OPPORTUNITIES FUND,138163165.98
1980,PIMCO Total Return Fund II,225390506.39
1981,Western Asset SMASh Series Core Completion Fund,35764072.62
1982,Lord Abbett Inflation Focused Fund,44940973.13
1983,Goldman Sachs Access U.S. Aggregate Bond ETF,102835151.07
1984,INV CORP EQUITY INDEX,19481149.93
1985,Goldman Sachs High Yield Municipal Fund,68049520.89
1986,Gabelli Global Utility & Income Trust,61587056.15
1987,Select Tech Hardware Portfolio,16068547.59
1988,iShares MSCI ACWI Low Carbon Target ETF,15162757.04
1989,Fidelity Small Cap Discovery Fund,208816742.61
1990,Fidelity Nordic Fund,26601814.2
1991,Goldman Sachs Short-Term Conservative Income Fund,30553599.16
1992,Invesco Small Cap Value Fund,166454301.05
1993,MML Dynamic Bond Fund,79985824.92
1994,VANGUARD NEW JERSEY LONG-TERM TAX-EXEMPT FUND,22257331.76
1995,THRIVENT AGGRESSIVE ALLOCATION FUND,11071213.78
1996,Emerging Markets Debt Fund,42446612.55
1997,American Funds Growth and Income Portfolio,10188749.21
1998,JPMorgan National Municipal Income Fund,21068748.93
1999,TIAA-CREF Short-Term Bond Index Fund,41905924
2000,Putnam Tax Exempt Income Fund,29365535.83
2001,MainStay MacKay Total Return Bond Fund,10590984.75
2002,SIIT GLOBAL MANAGED VOLATILITY FUND,21449450.53
2003,College Retirement Equities Fund - Social Choice Account,262800864
2004,Core Bond Fund,24887859.65
2005,VOYA GROWTH AND INCOME PORTFOLIO,30251462.76
2006,PIMCO Total Return Fund,30260969545.1
2007,Eaton Vance Atlanta Capital Select Equity Fund,19162928.25
2008,Variable Portfolio - Partners Core Bond Fund,333031118.91
2009,T. Rowe Price Blue Chip Growth ETF,15765788.78
2010,BlackRock Municipal Income Quality Trust,180219554.19
2011,Mercer US Small/Mid Cap Equity Fund,45237493.3
2012,Select Automotive Portfolio,19785702.57
2013,Clearwater Tax-Exempt Bond Fund,19423177.83
2014,Artisan International Small-Mid Fund,25596357.13
2015,Invesco MSCI Global Timber ETF,15146741.11
2016,Fidelity Mid Cap Growth Index Fund,39530779.87
2017,State Farm Growth Fund,118619547.13
2018,PGIM Absolute Return Bond Fund,84814942.05
2019,Tax-Managed International Equity Portfolio,12511989.45
2020,Fidelity Telecom and Utilities Fund,10153516.06
2021,Invesco S&P SmallCap 600 QVM Multi-Factor ETF,19190899.7
2022,Calvert High Yield Bond Fund,43785207.03
2023,SmallCap Growth Fund I,29682832.07
2024,Invesco Core Bond Fund,390825194.23
2025,First Trust High Yield Opportunities 2027 Term Fund,118060837.44
2026,Simplify Bitcoin Strategy Plus Income ETF,116647206.85
2027,iShares MSCI New Zealand ETF,11033776.31
2028,JPMorgan Core Bond Trust,21285766.62
2029,AZL International Index Fund,20396772.22
2030,AB HIGH INCOME FUND INC,238512858.2
2031,MainStay MacKay DefinedTerm Municipal Opportunities Fund,302876731.71
2032,Fulcrum Diversified Absolute Return Fund,162809704.63
2033,Nuveen S&P 500 Buy-Write Income Fund,54294603
2034,Nuveen Dynamic Municipal Opportunities Fund,251349098
2035,Parnassus Core Equity Fund,129523348.84
2036,Invesco KBW Premium Yield Equity REIT ETF,61870201.27
2037,American Funds Fundamental Investors,217310725.9
2038,Lord Abbett Short Duration High Income Municipal Bond Fund,17800237.08
2039,Invesco S&P 500 Equal Weight ETF,1926086798.5
2040,Destinations Core Fixed Income Fund,159628150.85
2041,LVIP BlackRock Global Growth ETF Allocation Managed Risk Fund,365191378.7
2042,Fidelity Equity Dividend Income Fund,221561790.75
2043,T. Rowe Price Global Stock Fund,78250158.27
